Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
Nayuta.Fallen2-89,那由多,「いっぎいっ！！いっぐうううぅぅぅっっ♥！！？！？」,「いっぎいっ！！いっぐうううぅぅぅっっ♥！！？！？」,「噫嘰！！嗚嗚嗚嗚嗚♥♥！！？！？」,Iggy! Iiguiuuggghhhhhh!,"""Iiiigggg!! Iggggguuuu♥""",「이잇!! 이끄으으으으으윽앙!!?!?!」,「噫叽！！呜呜呜呜呜♥♥！！？！？」
,,,,,,,,
Nayuta.Fallen2-90,ゴブリン型怪人,「ギャギャッ！イッタ！イッタ！ザコ！ザコ！」,「ギャギャッ！イッタ！イッタ！ザコ！ザコ！」,「嘎嘎！射了！射了！雜魚！雜魚！」,"Gah―gah!"" Itta! Itta! Zacho! Zacko!","""Gyagya! You came! You came! Weakling! Weakling!""",「갸갸악! 갔다! 갔다! 잡몹! 잡몹!」,「嘎嘎！射了！射了！杂鱼！杂鱼！」
,,,,,,,,
Nayuta.Fallen2-91,,「オマエノマケッ！エネルギーイタダキッ！」,「オマエノマケッ！エネルギーイタダキッ！」,「妳輸了！能量我收下了！」,"Omaeno makke! Energy itadakki!""","""You lose! Energy mine!""",「너의 패배! 에너지 잘 먹겠다!」,「你输了！能量我收下了！」
,,,,,,,,
Nayuta.Fallen2-92,那由多,「お゛っほっ♥、そんなあっ♥、うそだぁ♥、私がっ♥♥！」,「お゛っほっ♥、そんなあっ♥、うそだぁ♥、私がっ♥♥！」,「喔吼♥，怎麼會啊♥，騙人的♥，我竟然♥♥！」,"""Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!""","""Ohhoh♥ No way♥ It's a lie♥ I...♥♥""","「오옷 옷호옷♥, 그런♥, 거짓말이야♥, 내가♥♥!」",「喔吼♥，怎么会啊♥，骗人的♥，我竟然♥♥！」
,,,,,,,,
Nayuta.Fallen2-93,ゴブリン型怪人,「ギャギャッ！、オマエノチカラッ！スベテオレノモノッ！」,「ギャギャッ！、オマエノチカラッ！スベテオレノモノッ！」,「嘎嘎！妳的力量！全部都是我的！」,Gah gah gah! I'm so happy to see you! It's mine!,"""Gyagya! Your power! All mine!""","「갸갸악!, 너의 힘! 전부 내 것이다!」",「嘎嘎！你的力量！全部都是我的！」
,,,,,,,,
Nayuta.Fallen2-94,ゴブリン型怪人,「オマエ、カンゼンニオワリ！オマエ、オレノドレイ！」,「オマエ、カンゼンニオワリ！オマエ、オレノドレイ！」,「妳，完全結束了！妳，是我的奴隸！」,"You, kanzen niowari! You, Ore―no―Drei!""","""You, completely finished! You, my slave!""","「너, 완전히 끝! 너, 나의 노예!」",「你，完全结束了！你，是我的奴隶！」
,,,,,,,,
Nayuta.Fallen2-95,,怪人はマーキングをするかのように那由多に精液を流し込み続ける,怪人はマーキングをするかのように那由多に精液を流し込み続ける,怪人像是在做標記一樣，持續將精液灌入那由多體內。,The monster continues to pour semen into Nayuta as if marking her.,The fiend continued unloading his semen into Nayuta as if marking her.,괴인은 마킹하듯 나유타에게 정액을 계속 흘려 넣는다,怪人像是在做标记一样，持续将精液灌入那由多体内。
,,,,,,,,
Nayuta.Fallen2-96,,ドビュルルッ！ドビュルルッ！,ドビュルルッ！ドビュルルッ！,咚咻嚕嚕！咚咻嚕嚕！,Doburrrrrrrrrrrrr! Doburrrrrrrrrrrrrrrrrrr!,Splurt! Splurt!,도뷰르릇! 도뷰르릇!,咚咻噜噜！咚咻噜噜！
,,,,,,,,
Nayuta.Fallen2-97,那由多,「ひっぐう♥、お゛お゛っ♥、お゛～～♥♥♥」,「ひっぐう♥、お゛お゛っ♥、お゛～～♥♥♥」,「呀嗚♥、喔喔♥、喔～～♥♥♥」,"""Hi―guh♥, ooo―ooh♥, ooo―ooh~♥♥♥.""","""Hggg♥ Oooh♥ Oh♥♥♥""","「히익극우♥, 오옷 오옷 옷♥, 오옷 ~~~~♥♥♥」",「呀呜♥、喔喔♥、喔～～♥♥♥」
,,,,,,,,
Nayuta.Fallen2-98,那由多,(私っ、完全に負けてッ…！私が負けちゃったから…、聖核戦姫はっ！？聖月女学園はっ―――――),(私っ、完全に負けてッ…！私が負けちゃったから…、聖核戦姫はっ！？ホーリーコア・レギオンはっ―――――),（我、完全輸了…！我輸了的話…聖核戰姫們怎麼辦！？聖核軍團―――――）,"(I, I lost completely...! Because I lost..., Holy Core Battlemaiden! Seigetsu Girl Academy is ―――――)",(I've completely lost...! Because I lost... The Holy Core Battlemaidens!? The Holy Core Legion...),"(나, 완전히 져서…! 내가 져버렸으니…, 성핵전희는!? 홀리코어 레기온은―――――)",（我、完全输了…！我输了的话…，圣核战姫们怎么办！？圣核军团―――――）
,,,,,,,,
Nayuta.Fallen2-99,,ドビュルルッ！ドビュルルッ！,ドビュルルッ！ドビュルルッ！,咚咻嚕嚕！咚咻嚕嚕！,Doburrrrrrrrrrrrr! Doburrrrrrrrrrrrrrrrrrr!,Splurt! Splurt!,도뷰르릇! 도뷰르릇!,咚咻噜噜！咚咻噜噜！
,,,,,,,,
Nayuta.Fallen2-100,那由多,「お゛お゛っ♥、お゛お゛っ♥またイグッ！、エネルギー、取られるっ！」,「お゛お゛っ♥、お゛お゛っ♥またイグッ！、エネルギー、取られるっ！」,「喔喔♥、喔喔♥又高潮了！能量，被奪走了！」,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh! They're taking all my energy!""","""Oooh♥ Oooh♥ Coming again! My energy is being taken!""","「오옷 오옷 옷♥, 오옷 오옷 옷♥ 또 가버렷!, 에너지, 빼앗긴다!」",「喔喔♥、喔喔♥又高潮了！能量、被夺走了！」
,,,,,,,,
Nayuta.Fallen2-101,,最強の聖核戦姫は完全に逆転の芽を失い、那由多の思考は白濁液と快楽の中に溶けていくのだった,最強の聖核戦姫は完全に逆転の芽を失い、那由多の思考は白濁液と快楽の中に溶けていくのだった,最強的聖核戰姫徹底失去了逆轉的希望，那由多的思緒在白色液體與快感中融化。,"The strongest Holy Core Battlemaiden completely lost the bud of reversal, and Nayuta's thoughts melted away in a cloud of white fluid and pleasure.","The strongest Holy Core Battlemaiden had completely lost any chance of a counterattack, and Nayuta's thoughts dissolved into cloudy fluids and pleasure.","최강의 성핵전희는 완전히 역전의 기회를 잃고, 나유타의 사고는 백탁액과 쾌락 속에 녹아드는 것이었다",最强的圣核战姫彻底失去了逆转的希望，那由多的思绪在白色液体与快感中融化。
,,,,,,,,
Nayuta Fallen Scene３,注釈,闇堕ちシーン,闇堕ちシーン,,闇堕ちシーン,,타락 이벤트,
,暗転,,,,,,,
Nayuta.Fallen3-1,Nayuta darkness 3ｰ1,財団地下拘束施設にて―――――,財団地下拘束施設にて―――――,財團地下拘束設施內―――――,At the Foundation's Underground Restraint Facility: ―――――,At the Foundation's underground restraint facility,재단 지하 구속 시설에서―――――,财团地下拘束设施内―――――
,,,,,,,,
Nayuta.Fallen3-2,,ドチュッ！！、ドチュッ！！、ドチュッ！！,ドチュッ！！、ドチュッ！！、ドチュッ！！,咚啾！！咚啾！！咚啾！！,Doo―doo! Doo―doo! Doo―doo!,"Squelch, squelch, squelch!","도츗!!, 도츗!!, 도츗!!",咚啾！！、咚啾！！、咚啾！！
,,,,,,,,
Nayuta.Fallen3-3,那由多,「ひぎっっ♥！、お゛お゛っ♥、お゛っ♥」,「ひぎっっ♥！、お゛お゛っ♥、お゛っ♥」,「呀♥♥！喔喔♥、喔♥」,"""Hi―giggity―♥! Oh, oh, oh, oh, oh, oh, oh!""","""Hgggg♥ Oooh♥ Oh♥""","「히긱윽♥!, 오옷 오옷 옷♥, 오옷 옷♥」",「呀♥♥！、喔喔♥、喔♥」
,,,,,,,,
Nayuta.Fallen3-4,那由多,「お゛っ♥、イグッ♥！、子宮潰されてっ♥、また負けちゃうっ♥！」,「お゛っ♥、イグッ♥！、子宮潰されてっ♥、また負けちゃうっ♥！」,「喔♥，要高潮了♥！子宮被搗爛♥，又要輸了♥！」,"""Oh, oh, oh, oh, oh, oh! I'm getting my uterus crushed... I'm losing again!","""Oh♥ I'm coming♥ My womb is being crushed♥ I'm losing again♥""","「오옷 옷♥, 이크윽♥!, 자궁 뭉개져서♥, 또 져버렷♥!」",「喔♥、要高潮了♥！子宫被捣烂♥、又要输了♥！」
,,,,,,,,
Nayuta.Fallen3-5,,那由多は巨大な怪人に抱え込まれ、肉棒に貫かれながら体を上下に振られていた,那由多は巨大な怪人に抱え込まれ、肉棒に貫かれながら体を上下に振られていた,那由多被巨大的怪人抱住，肉棒貫穿她的身體，並被上下搖晃著。,"Nayuta was being held by a huge monster, and her body was being swung up and down while being penetrated by a meat pole.","Nayuta was held by a giant fiend, her impaled body being moved up and down.","나유타는 거대한 괴인에게 안겨, 육봉에 꿰뚫린 채 몸을 위아래로 흔들리고 있었다",那由多被巨大的怪人抱住，肉棒贯穿她的身体，并被上下摇晃着。
,,,,,,,,
Nayuta.Fallen3-6,怪人,「グフフッ、那由多よっ、どうだ俺のチンポは？」,「グフフッ、那由多よっ、どうだ俺のチンポは？」,「咕呼呼，那由多啊，我的陰莖如何？」,"""Guffaw, Nayuta, how's my dick?""","""Hehehe, Nayuta, how is my cock?""","「크흐흐, 나유타여, 어떠냐 나의 자지는?」",「咕呼呼，那由多啊，我的阴茎如何？」
,,,,,,,,
Nayuta.Fallen3-7,那由多,「お゛っ♥、す、凄いですご主人様っ♥、このチンポ好きですっ♥」,「お゛っ♥、す、凄いですご主人様っ♥、このチンポ好きですっ♥」,「喔♥、好、好厲害啊主人♥、我好喜歡這根陰莖♥」,"""Oh, my God, that's great, Master, I love this cock.""","""Oh♥ It's amazing, Master♥ I love this cock♥""","「오옷 옷♥, 괴, 굉장합니다 주인님♥, 이 자지 좋아합니다♥」",「喔♥、好、好厉害啊主人♥、我好喜欢这根阴茎♥」
,,,,,,,,
Nayuta.Fallen3-8,怪人,「グフフッ、すっかり従順になったな！良いことだっ！」,「グフフッ、すっかり従順になったな！良いことだっ！」,「咕呼呼，變得這麼聽話了！很好！」,"""Guffaw, you've become so obedient! That's good!""","""Hehehe, you've become completely obedient! That's good!""","「크흐흐, 완전히 순종적이 되었군! 좋은 일이다!」",「咕呼呼，变得这么听话了！很好！」
,,,,,,,,
Nayuta.Fallen3-9,那由多,「はいっ♥、那由多は…弱くて惨めな敗者なのでっ♥、当然ですっ♥」,「はいっ♥、那由多は…弱くて惨めな敗者なのでっ♥、当然ですっ♥」,「是♥，那由多…因為是又弱又可憐的敗者♥，這是理所當然的♥」,"Nayuta is a weak and miserable loser, of course.","""Yes♥ I am... a weak and pathetic loser♥ It's only natural♥""","「네엣♥, 나유타는… 약하고 비참한 패자이므로♥, 당연합니다♥」",「是♥，那由多…因为是又弱又可怜的败者♥，这是理所当然的♥」
,,,,,,,,
Nayuta.Fallen3-10,,かつての小さな怪人は、那由多から聖核エネルギーを奪い続け、今や那由多でも勝てない強大な怪人となっていた,かつての怪人は、那由多から聖核エネルギーを奪い続け、今や那由多でも勝てない強大な怪人となっていた,曾經的怪人，不斷從那由多身上奪取聖核能量，如今已成為連那由多都無法戰勝的強大怪人。,"The once small monster had continued to steal the Seikaku energy from Nayuta, and was now a powerful monster that even Nayuta could not defeat.",The former fiend had continued stealing Holy Core Energy from Nayuta and had become a powerful fiend that even Nayuta couldn't defeat.,"예전의 괴인은, 나유타로부터 성핵 에너지를 계속 빼앗아, 이제는 나유타조차 이길 수 없는 강대한 괴인이 되어 있었다",曾经的怪人，不断从那由多身上夺取圣核能量，如今已成为连那由多都无法战胜的强大怪人。
,,,,,,,,
Nayuta.Fallen3-11,那由多,「ご主人様のチンポに敗北してっ♥、調教されてっ♥、那由多はご主人様のオナホになりました♥」,「ご主人様のチンポに敗北してっ♥、調教されてっ♥、那由多はご主人様のオナホになりました♥」,「已經敗給主人的陰莖♥，被調教後♥，那由多成了主人的自慰套了♥」,"Defeated and trained by Master's cock, Nayuta became Master's masturbator.","""Defeated by Master's cock♥ Trained♥ Nayuta has become Master's toy♥""","「주인님의 자지에 패배하여♥, 조교당하여♥, 나유타는 주인님의 오나홀이 되었습니다♥」",「已经失败给主人的阴茎♥、被调教后♥、那由多成了主人的自慰套了♥」
,,,,,,,,
Nayuta.Fallen3-12,那由多,「敗者である那由多はっ♥、ご主人様に忠誠を誓うのでっ♥、惨めなオナホに精液をお恵みくださいっ♥」,「敗者である那由多はっ♥、ご主人様に忠誠を誓うのでっ♥、惨めなオナホに精液をお恵みくださいっ♥」,「身為敗者的那由多♥，向主人發誓忠誠♥，請將精液恩賜給這個可憐的自慰套吧♥」,"Nayuta, the loser, I pledge allegiance to my master, so please give me semen for my miserable masturbator.","""As a loser, Nayuta♥ pledges loyalty to Master♥ Please grant this pathetic pocket pussy your jizz♥""","「패자인 나유타는♥, 주인님께 충성을 맹세하므로♥, 비참한 오나홀에게 정액을 하사해주십시오♥」",「身为败者的那由多♥，向主人发誓忠诚♥，请将精液恩赐给这个可怜的自慰套吧♥」
,,,,,,,,
Nayuta.Fallen3-13,,黒髪は白く変色し、淫猥な言葉で媚びを売る姿には既にかつての最強の聖核戦姫の面影はない,黒髪は白く変色し、淫猥な言葉で媚びを売る姿には既にかつての最強の聖核戦姫の面影はない,黑髮已變成白色，以淫穢的言詞討好的模樣，早已失去昔日最強聖核戰姫的風采。,"Her black hair has turned white, and there is no trace of the once powerful Princess of the Seikaku in her flirtatious appearance with obscene words.","Her black hair had turned white, and as she fawned with lewd words, there was no trace of the former strongest Holy Core Battlemaiden.","검은 머리는 하얗게 변색되고, 음탕한 말로 아양을 떠는 모습에는 이미 예전의 최강 성핵전희의 모습은 없다",黑发已变成白色，以淫秽的言词讨好的模样，早已失去昔日最强圣核战姫的风采。
,,,,,,,,
Nayuta.Fallen3-14,怪人,「グフフッ、いい心がけだ。従順なオナホには褒美をくれてやらんとな」,「グフフッ、いい心がけだ。従順なオナホには褒美をくれてやらんとな」,「咕呼呼，心態很好。對聽話的自慰套，是要給予獎賞的。」,"I'm sure you've got a good mind for it. You have to reward the obedient masturbator.""","""Hehehe, good attitude. I must reward a good pocket pussy.""","「크흐흐, 좋은 마음가짐이다. 순종적인 오나홀에게는 포상을 내려주어야지」",「咕呼呼，心态很好。对听话的自慰套，是要给予奖赏的。」
