Key,Comment,Japanese,Japanese_Steam,English,Traditional Chinese_Steam,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
Hisui.Fallen2-76,,(キィーーーーッ！どうでもいい事ですっ♥、下級戦闘員に余計な思考は不要ですっ……♥),(キィーーーーッ！どうでもいい事ですっ♥、下級戦闘員に余計な思考は不要ですっ……♥),,（嘰──────！怎麼都好♥，下級戰鬥員不需要多餘的思考♥）,(啊啊啊啊啊！這種事情無所謂的♥，下級戰鬥員不需要多餘的思考……♥),,(KIII! It doesn't matter♥ A junior soldier doesn't need unnecessary thoughts...♥),"(키이ーーーー잇! 아무래도 좋은 일입니다♥, 하급 전투원에게 쓸데없는 사고는 불필요합니다……♥)",（吱──────！怎么都好♥，下级战斗员不需要多馀的思考♥）
,,,,,,,,,,
Hisui.Fallen2-77,K46号？,「キィーーーーーーッ！！！」,「キィーーーーーーッ！！！」,,「嘰────────！！！」,啊啊啊啊啊啊！！！,,"""KIIIIII!!!""",「키이ーーーーーー잇!!!」,「吱────────！！！」
,,,,,,,,,,
Hisui.Fallen2-78,,パチュッ、パチュッ、パチュッ♥！,パチュッ、パチュッ、パチュッ♥！,,啪啾、啪啾、啪啾♥！,啪啾、啪啾、啪啾♥！,,"Slaps, slaps, slap♥!","파츗, 파츗, 파츗♥!",啪啾、啪啾、啪啾♥！
,,,,,,,,,,
Hisui.Fallen2-79,男戦闘員,「ははっ！必死に腰振りやがって…頭の中も完全にメス戦闘員だな！」,「ははっ！必死に腰振りやがって…頭の中も完全にメス戦闘員だな！」,,「哈哈！拚命晃腰…腦袋裡完全是雌性戰鬥員啊！」,「哈哈！拼命地擺動腰部…內心完全是個女性戰鬥員！」,,"""Haha! Moving your hips so desperately... your mind's completely that of a female soldier!""",「하핫! 필사적으로 허리 흔들고… 머릿속도 완전히 암컷 전투원이네!」,「哈哈！拚命晃腰…脑袋里完全是雌性战斗员啊！」
,,,,,,,,,,
Hisui.Fallen2-80,K46号？,「キィーーーーーーッ♥！！」,「キィーーーーーーッ♥！！」,,「嘰────────♥！！」,啊啊啊啊啊啊♥！！,,"""KIIIIII♥!!""",「키이ーーーーーー잇♥!!」,「吱────────♥！！」
,,,,,,,,,,
Hisui.Fallen2-81,,(そうでした…私は何を迷っていたんですか…？),(そうでした…私は何を迷っていたんですか…？),,（沒錯…我剛才在迷惘什麼啊…？）,是的...我在猶豫什麼呢...？,,(That's right... what was I hesitating about...?!),(그랬습니다… 저는 뭘 망설이고 있었던 걸까요…?),（没错…我刚才在迷惘什么啊…？）
,,,,,,,,,,
Hisui.Fallen2-82,,(戦闘員は何も考えなくていいっ……ただひたすらに快楽だけを求めていればいい…♥),(戦闘員は何も考えなくていいっ……ただひたすらに快楽だけを求めていればいい…♥),,（戰鬥員不用想什麼……只要一心追求快樂就好了…♥）,戰鬥員不需要考慮任何事情......只需要尋求快樂就好了...♥,,(Soldiers don't need to think... we just need to pursue pleasure...♥),(전투원은 아무 생각 안 해도 돼…… 그저 오로지 쾌락만을 추구하면 돼…♥),（战斗员不用想什么……只要一心追求快乐就好了…♥）
,,,,,,,,,,
Hisui.Fallen2-83,,(そしてフォーレン財団の命令通り、使い捨てのコマとして戦って、怪人と男性戦闘員へご奉仕すればいい………♥),(そしてフォーレン財団の命令通り、使い捨てのコマとして戦って、怪人と男性戦闘員へご奉仕すればいい………♥),,（然後如墮落財團的命令，作為用完即丟的棋子戰鬥，向怪人和男性戰鬥員侍奉就好了………♥）,(然後按照福倫財團的命令，作為可拋棄的棋子戰鬥，只需為怪人和男性戰鬥員服務就好了……♥),,"(And following Forren Foundation's orders, fight as disposable pawns and service fiends and male soldiers...♥)","(그리고 폴른 재단의 명령대로, 쓰고 버리는 말로서 싸우고, 괴인과 남성 전투원에게 봉사하면 돼………♥)",（然后按照财团的命令，作为用完即丢的棋子战斗，向怪人和男性战斗员侍奉就好了………♥）
,,,,,,,,,,
Hisui.Fallen2-84,,(キィーーーッ！すべては財団のため……),(キィーーーッ！すべては財団のため……),,（嘰──────！一切都是為了財團……）,啊啊啊！一切為了財團的利益……,,(KIII! All for the Foundation...),(키이ーーー잇! 모든 것은 재단을 위해……),（吱──────！一切都是为了财团……）
,,,,,,,,,,
Hisui.Fallen2-85,,(それが……下級戦闘員の役割……♥),(それが……下級戦闘員の役割……♥),,（那就是……下級戰鬥員的角色……♥）,這就是......下級戰鬥員的角色......♥,,(That's... the role of a junior soldier...♥),(그것이…… 하급 전투원의 역할……♥),（那就是……下级战斗员的角色……♥）
,,,,,,,,,,
Hisui.Fallen2-86,K46号？,「キィーーーーーーッ♥♥！！！」,「キィーーーーーーッ♥♥！！！」,,「嘰────────♥♥！！！」,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,,"""KIIIIII♥♥!!!""",「키이ーーーーーー잇♥♥!!!」,「吱────────♥♥！！！」
,,,,,,,,,,
Hisui.Fallen2-87,,パチュッ、パチュッ、パチュッ♥！,パチュッ、パチュッ、パチュッ♥！,,啪啾、啪啾、啪啾♥！,啪啾、啪啾、啪啾♥！,,"Slaps, slaps, slap♥!","파츗, 파츗, 파츗♥!",啪啾、啪啾、啪啾♥！
,,,,,,,,,,
Hisui.Fallen2-88,男戦闘員,「ぐっ…さっき出したばっかだってのに…出すぞっ！」,「ぐっ…さっき出したばっかだってのに…出すぞっ！」,,「咕…明明剛剛才射過而已…又要射了！」,「咕……明明剛剛才出過……還要再出！」,,"""Guh... even though I just came... I'm coming again!""",「크윽… 방금 쌌는데… 또 싼다!」,「咕…明明刚刚才射过而已…又要射了！」
,,,,,,,,,,
Hisui.Fallen2-89,Hisui story DLC 4-12,ドクッ！！ドクドクッ！！,ドクッ！！ドクドクッ！！,,噗滋！！噗滋！！噗滋！！,刺痛！！刺痛刺痛！！,,"Throb!! Throb, throb!!",도큣!! 도크도큣!!,噗滋！！噗滋！！噗滋！！
,,,,,,,,,,
Hisui.Fallen2-90,K46号,「キィーーーーーーッ♥♥！！！！」,「キィーーーーーーッ♥♥！！！！」,,「嘰────────♥♥！！！！」,「啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,,"""KIIIIII♥♥!!!!""",「키이ーーーーーー잇♥♥!!!!」,「吱────────♥♥！！！！」
,,,,,,,,,,
Hisui.Fallen2-91,,(お゛っ♥！？精液出されて…っ♥、私も…イクッ♥),(お゛っ♥！？精液出されて…っ♥、私も…イクッ♥),,（噢♥！？射精…♥，我也…高潮了♥）,(,,(Oghh♥?! He's coming inside me...♥ I'm also... coming♥),"(오옷 옷♥!? 정액 사정…윽♥, 나도… 가버렷♥)",（噢♥！？射精…♥，我也…高潮了♥）
,,,,,,,,,,
Hisui.Fallen2-92,,「キィーーーッ！精液ッ……私のお腹の中にっ♥、沢山出てますッ♥！」,「キィーーーッ！精液ッ……私のお腹の中にっ♥、沢山出てますッ♥！」,,「嘰──────！精液……進到我的肚子裡♥，射了好多♥！」,「,,"""KIII! Your jizz... so much of it... inside my belly♥""","「키이ーーー잇! 정액… 내 배 안에♥, 잔뜩 나오고 있습니다!」",「吱──────！精液……进到我的肚子里♥，射了好多♥！」
,,,,,,,,,,
Hisui.Fallen2-93,,(あっ♥、……これ私……完全に……消え……て………♥),(あっ♥、……これ私……完全に……消え……て………♥),,（啊♥，……我……完全……消失……了………♥）,(,,(Ah♥... this is me... completely... disappearing...♥),"(앗♥, ……이거 나…… 완전히…… 사라져……서………♥)",（啊♥，……我……完全……消失……了………♥）
,,,,,,,,,,
Hisui.Fallen2-94,,(頭の中……戦闘員に…♥……K46号に……♥),(頭の中……戦闘員に…♥……K46号に……♥),,（腦袋裡……變成戰鬥員…♥……K46號……♥）,(,,(Inside my head... becoming a soldier...♥... becoming K46...♥),(머릿속…… 전투원으로…♥…… K46호로……♥),（脑袋里……变成战斗员…♥……K46号……♥）
,,,,,,,,,,
Hisui.Fallen2-95,,―――――――プツンッ！,―――――――プツンッ！,,―――――――噗滋！,―,,...Snap!,―――――――푸츳!,―――――――噗滋！
,,,,,,,,,,
Hisui.Fallen2-96,,――――――――,――――――――,,――――――――,―,,...,――――――――,――――――――
,,,,,,,,,,
Hisui.Fallen2-97,,――――,――――,,――――,―,,...,――――,――――
,,,,,,,,,,
Hisui.Fallen2-98,,ー,ー,,ー,ー,,...,ー,ー
,,,,,,,,,,
,暗転,,,,,,,,,
,アジト,,,,,,,,,
Hisui.Fallen2-99,K46号,「キィーーーーーーッ！戦闘員K46号、性奉仕訓練完了いたしました！」,「キィーーーーーーッ！戦闘員K46号、性奉仕訓練完了いたしました！」,,「嘰────────！戰鬥員K46號，性侍奉訓練完成了！」,「啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,,"""KIIIIII! Soldier K46, sexual service training complete!""","「키이ーーーーーー잇! 전투원 K46호, 성봉사 훈련 완료했습니다!」",「吱────────！战斗员K46号，性侍奉训练完成了！」
,,,,,,,,,,
Hisui.Fallen2-100,072号,「よろしい……そろそろ他の戦闘員も訓練が完了する時間ですね。下級戦闘員、整列を。」,「よろしい……そろそろ他の戦闘員も訓練が完了する時間ですね。下級戦闘員、整列を。」,,「好的......其他戰鬥員的訓練也快要完成了。下級戰鬥員，整理隊形。」,「好的......其他戰鬥員的訓練也快要完成了。下級戰鬥員，整理隊形。」,,"""Very well... it should be about time for the other combat operatives to complete their training. Junior Soldiers, fall in.""","「좋습니다…… 슬슬 다른 전투원도 훈련이 완료될 시간이군요. 하급 전투원, 정렬.」",「好的......其他战斗员的训练也快要完成了。下级战斗员，整理队形。」
,,,,,,,,,,
Hisui.Fallen2-101,下級戦闘員,「「「「「「キィーーーーーーッ！」」」」」」,「「「「「「キィーーーーーーッ！」」」」」」,,「「「「「「嘰────────！」」」」」」,「啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,,"""KIIIIII!""",「「「「「「키이ーーーーーー잇!」」」」」」,「「「「「「吱────────！」」」」」」
,,,,,,,,,,
Hisui.Fallen2-102,,K46号と下級戦闘員達は一切の狂いの無い敬礼をして整列をする。,K46号と下級戦闘員達は一切の狂いの無い敬礼をして整列をする。,,K46號和下級戰鬥員們以絲毫不亂的敬禮集合。,K,,K46 and the junior soldiers saluted in perfect unison and fell into formation.,K46호와 하급 전투원들은 일절 흐트러짐 없는 경례를 하고 정렬한다.,K46号和下级战斗员们以丝毫不乱的敬礼集合。
,,,,,,,,,,
Hisui.Fallen2-103,,そして既に戦闘員達は番号でしかその区別はつかなくなっていた。,そして既に戦闘員達は番号でしかその区別はつかなくなっていた。,,而且戰鬥員們已經只能用編號區別了。,而,,And already the soldiers had become indistinguishable except by their numbers.,그리고 이미 전투원들은 번호로만 그 구별이 가능해져 있었다.,而且战斗员们已经只能用编号区别了。
,,,,,,,,,,
Hisui.Fallen2-104,072号,「……これからあなた達は私の指揮下のコマとなり戦闘任務に従事します。」,「……これからあなた達は私の指揮下のコマとなり戦闘任務に従事します。」,,「……從現在起妳們將成為我指揮下的棋子，從事戰鬥任務。」,「,,"""...From now on, you will serve as pawns under my command in combat missions.""",「……이제부터 당신들은 제 지휘 하의 말이 되어 전투 임무에 종사합니다.」,「……从现在起你们将成为我指挥下的棋子，从事战斗任务。」
,,,,,,,,,,
Hisui.Fallen2-105,,「下級戦闘員として確実に命令を遂行するように。」,「下級戦闘員として確実に命令を遂行するように。」,,「作為下級戰鬥員確實執行命令。」,「作為下級戰鬥員，確實執行命令。」,,"""As junior soldiers, execute orders without fail.""",「하급 전투원으로서 확실히 명령을 수행하도록.」,「作为下级战斗员确实执行命令。」
