Key,Comment,Japanese,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
Dialog.DLC1-2-13,,財団戦闘訓練施設――――,福倫財團戰鬥訓練設施――――,,財団戦闘訓練施設――――,財團戰鬥訓練設施――――,Foundation Combat Training Facility...,재단 전투 훈련 시설――――,财团战斗训练设施――――
,,,,,,,,,
Dialog.DLC1-2-14,H46号(ヒスイ)(立ち絵下級戦闘員),「キィーーーーーーッ！！」,「啊啊啊啊啊啊啊！！」,,「キィーーーーーーッ！！」,「嘰ーーーーーー！！」,"""Kiiiiiiii!!""",「키이ーーーーーー잇!!」,「吱ーーーーーー！！」
,,,,,,,,,
Dialog.DLC1-2-15,,ドカッ！ドカッ！,轟隆！轟隆！,,ドカッ！ドカッ！,砰砰！砰砰！,Thud! Thud!,두캇! 두캇!,砰砰！砰砰！
,,,,,,,,,
Dialog.DLC1-2-16,005号,「H46号、そこまで。」,「H46號，就到這裡吧。」,,「H46号、そこまで。」,「H46號，到這裡就好。」,"""H46, that's enough.""","「H46호, 거기까지.」",「H46号，到这里就好。」
,,,,,,,,,
Dialog.DLC1-2-17,,「戦闘テストは……今回もH46号が1番ですね。これなら十分戦闘でも役に立てるでしょう。」,「戰鬥測試……這次也是H46號排第一。這樣的話，就算是在戰鬥中也能派上用場吧。」,,「戦闘テストは……今回もH46号が1番ですね。これなら十分戦闘でも役に立てるでしょう。」,「戰鬥測試……這次第一名也是H46號呢。這樣的話，在實戰中應該也能發揮不小的作用。」,"""Combat test results... H46 is number one again. With this performance, you'll certainly be useful in combat.""",「전투 테스트는…… 이번에도 H46호가 1등이군요. 이 정도면 충분히 전투에서도 도움이 될 것입니다.」,「战斗测试……这次第一名也是H46号呢。这样的话，在实战中应该也能发挥不小的作用。」
,,,,,,,,,
Dialog.DLC1-2-18,H46号,「キィーーーーーーッ！ありがとうございます！」,「啊啊啊啊啊啊啊！謝謝！」,,「キィーーーーーーッ！ありがとうございます！」,「嘰ーーーーーー！！非常感謝！」,"""Kiiiiiiii! Thank you!""",「키이ーーーーーー잇! 감사합니다!」,「吱ーーーーーー！！非常感谢！」
,,,,,,,,,
Dialog.DLC1-2-19,,(ふうっ、まあ私は聖核戦姫ですし…このくらい余裕ですね！),「呼，我可是聖核戰姬呢…這點小事還輕鬆啦！」,,(ふうっ、まあ私は聖核戦姫ですし…このくらい余裕ですね！),（呼，畢竟我是聖核戰姬嘛……這種程度還算輕鬆！）,"(Phew, well I am a Holy Core Battlemaiden after all... this much is easy!)","(후웃, 뭐 저는 성핵전희니까요… 이 정도는 여유롭죠!)",（呼，毕竟我是圣核战姬嘛……这种程度还算轻松！）
,,,,,,,,,
Dialog.DLC1-2-20,,「…この成績であれば上級幹部部隊への配属もありえるかもしれません。」,「…以這樣的成績，或許也有可能被調配到高級幹部部隊。」,,「…この成績であれば上級幹部部隊への配属もありえるかもしれません。」,「……以這個成績來說，被分配到上級幹部部隊也不是不可能。」,"""...With these results, assignment to the senior executive unit might be possible.""",「…이 성적이라면 상급 간부 부대 배속도 가능할지도 모릅니다.」,「……以这个成绩来说，被分配到上级干部部队也不是不可能。」
,,,,,,,,,
Dialog.DLC1-2-21,,(上級幹部部隊…！そこならエレナ先輩に近づけるかも…！),(高級幹部部隊…！如果在那裡的話，或許可以靠近艾蓮娜前輩…！),,(上級幹部部隊…！そこならエレナ先輩に近づけるかも…！),（上級幹部部隊……！如果是那裡的話，就有機會靠近艾蓮娜前輩……！）,(Senior executive unit...! There I might be able to get close to Erena...!),(상급 간부 부대…! 거기라면 엘레나 선배에게 가까워질 수 있을지도…!),（上级干部部队……！如果是那里的话，就有机会靠近艾莲娜前辈……！）
,,,,,,,,,
Dialog.DLC1-2-22,H46号,「キィーーーーーーッ！H46号、上級幹部部隊への配属を希望します！更に財団に尽くします！」,「啊啊啊啊啊啊啊！H46號，希望被調配到高級幹部部隊！並且將更加忠於財團！」,,「キィーーーーーーッ！H46号、上級幹部部隊への配属を希望します！更に財団に尽くします！」,「嘰ーーーーーー！！H46號申請配屬上級幹部部隊！今後會更加為財團效勞！」,"""Kiiiiiiii! H46 requests assignment to the senior executive unit! I will serve the Foundation even more!""","「키이ーーーーーー잇! H46호, 상급 간부 부대 배속을 희망합니다! 더욱 재단에 힘쓰겠습니다!」",「吱ーーーーーー！！H46号申请配属上级干部部队！今后会更加为财团效劳！」
,,,,,,,,,
Dialog.DLC1-2-23,005号,「…ふむ、素晴らしい忠誠心です。いいでしょう、H46号の上級訓練施設への推薦を行いましょう。」,「…嗯，忠誠心令人印象深刻。好吧，我們將推薦H46號前往高級訓練設施。」,,「…ふむ、素晴らしい忠誠心です。いいでしょう、H46号の上級訓練施設への推薦を行いましょう。」,「……嗯，很了不起的忠誠心。好吧，我會推薦H46號前往上級訓練設施。」,"""...Hmm, excellent loyalty. Very well, I'll recommend H46 for the advanced training facility.""","「…흠, 훌륭한 충성심입니다. 좋습니다, H46호의 상급 훈련 시설 추천을 진행하겠습니다.」",「……嗯，很了不起的忠诚心。好吧，我会推荐H46号前往上级训练设施。」
,,,,,,,,,
Dialog.DLC1-2-24,H46号,「キィーーーーーーッ！ありがとうございます！」,「啊啊啊啊啊啊啊！謝謝您！」,,「キィーーーーーーッ！ありがとうございます！」,「嘰ーーーーーー！！非常感謝！」,"""Kiiiiiiii! Thank you!""",「키이ーーーーーー잇! 감사합니다!」,「吱ーーーーーー！！非常感谢！」
,,,,,,,,,
Dialog.DLC1-2-25,,(やった！これでもっと財団にっ……じゃなくてエレナ先輩に……！),(太好了！這樣就更能讓艾蓮娜前輩……！),,(やった！これでもっと財団にっ……じゃなくてエレナ先輩に……！),（太好了！這樣就能更為財團……不是，是更接近艾蓮娜前輩……！）,"(Yes! Now I can get closer to the Foundation... no, to Erena...!)","(해냈다! 이걸로 더욱 재단에…… 아니, 엘레나 선배에게……!)",（太好了！这样就能更为财团……不是，是更接近艾莲娜前辈……！）
,,,,,,,,,
Dialog.DLC1-2-26,,(…………私…今何を考えて…？……この前機械にいろいろされた影響ですか…？),(…………我…現在在想些什麼…？……是之前被機械做了各種事情的影響嗎…？),,(…………私…今何を考えて…？……この前機械にいろいろされた影響ですか…？),（…………我、我剛剛在想什麼……？是之前被那台機器做了一堆奇怪處理的後遺症嗎……？）,(...What am I thinking...? ...Is this the effect of what the machine did to me...?),(…………나… 지금 무슨 생각을…?…… 지난번 기계에 여러 가지 당한 영향인가…?),（…………我、我刚刚在想什么……？是之前被那台机器做了一堆奇怪处理的后遗症吗……？）
,,,,,,,,,
Dialog.DLC1-2-27,,(………最近ずっと体も熱くて変な感じがしますし……ううっ、演技とはいえ染まらないように気を付けないと……！),(………最近一直覺得身體發燙，感覺奇怪……唔唔，雖然是表演，但要小心不要被牽連上……！),,(………最近ずっと体も熱くて変な感じがしますし……ううっ、演技とはいえ染まらないように気を付けないと……！),（……最近整個身體一直都熱熱的，很奇怪……唔，雖然是在演戲，也要小心不要真的假戲真做……！）,"(...Lately my body has been feeling hot and strange... Ugh, even if it's an act, I have to be careful not to get influenced...!)","(………요즘 계속 몸도 뜨겁고 이상한 느낌이 들지만…… 으윽, 연기라고는 해도 물들지 않도록 조심해야……!)",（……最近整个身体一直都热热的，很奇怪……唔，虽然是在演戏，也要小心不要真的假戏真做……！）
,,,,,,,,,
Dialog.DLC1-2-28,,(とはいえ私は今は下級戦闘員…エレナ先輩に近づくためにも目の前のことに集中しないとですね……！),(雖然我現在只是下級戰鬥員…為了接近艾蓮娜前輩，必須專心處理眼前的事情才行……！),,(とはいえ私は今は下級戦闘員…エレナ先輩に近づくためにも目の前のことに集中しないとですね……！),（話雖如此，我現在的身分就是下級戰鬥員……為了能接近艾蓮娜前輩，只能先專心把眼前的任務做好……！）,"(Still, I'm a junior soldier now... I need to focus on what's in front of me to get closer to Erena...!)",(그렇다고는 해도 저는 지금은 하급 전투원… 엘레나 선배에게 다가가기 위해서라도 눈앞의 일에 집중해야죠……!),（话虽如此，我现在的身分就是下级战斗员……为了能接近艾莲娜前辈，只能先专心把眼前的任务做好……！）
,,,,,,,,,
,暗転,,,,,,,,
,,,,,,,,,
Dialog.DLC1-2-29,,後日、上級訓練施設にて――――,後日，在高級訓練設施中――――,,後日、上級訓練施設にて――――,數日後，上級訓練設施――――,"Several days later, at the advanced training facility...","며칠 후, 상급 훈련 시설에서――――",数日后，上级训练设施――――
,,,,,,,,,
Dialog.DLC1-2-30,005号,「これより下級戦闘員特別訓練を開始します」,「現在開始下級戰鬥員特別訓練」,,「これより下級戦闘員特別訓練を開始します」,「現在開始進行下級戰鬥員特別訓練。」,"""We will now begin special training for junior soldiers.""",「지금부터 하급 전투원 특별 훈련을 개시합니다」,「现在开始进行下级战斗员特别训练。」
,,,,,,,,,
Dialog.DLC1-2-31,下級戦闘員＆H46号,「「「「「キィーーーーーーッ！」」」」」,「「「「「咦——！」」」」」,,「「「「「キィーーーーーーッ！」」」」」,「「「「「嘰ーーーーーー！！」」」」」,"""Kiiiiiiii!""",「「「「「키이ーーーーーー잇!」」」」」,「「「「「吱ーーーーーー！！」」」」」
,,,,,,,,,
Dialog.DLC1-2-32,005号,「ここに集められたのは忠誠心が高く、戦闘面で優秀な成績を収めた者達…。」,「這裡聚集了忠誠心高，在戰鬥中表現優秀的人們…。」,,「ここに集められたのは忠誠心が高く、戦闘面で優秀な成績を収めた者達…。」,「被選到這裡的各位，都是忠誠度高、戰鬥成績優秀的成員……」,"""Those gathered here have high loyalty and achieved excellent combat results...""","「여기에 모인 것은 충성심이 높고, 전투 면에서 우수한 성적을 거둔 자들….」",「被选到这里的各位，都是忠诚度高、战斗成绩优秀的成员……」
